"Notes"	"State of Residence"	"State of Residence Code"	"Month"	"Month Code"	"Year"	"Year Code"	Births
	"Pennsylvania"	"42"	"August"	"8"	"2016"	"2016"	12623
	"Pennsylvania"	"42"	"August"	"8"	"2017"	"2017"	12580
	"Pennsylvania"	"42"	"August"	"8"	"2018"	"2018"	12167
	"Pennsylvania"	"42"	"August"	"8"	"2019"	"2019"	12307
	"Pennsylvania"	"42"	"August"	"8"	"2020"	"2020"	11552
	"Pennsylvania"	"42"	"August"	"8"	"2021"	"2021"	11785
	"Pennsylvania"	"42"	"August"	"8"	"2022"	"2022"	11817
"Total"	"Pennsylvania"	"42"	"August"	"8"			84831
	"Pennsylvania"	"42"	"September"	"9"	"2016"	"2016"	11980
	"Pennsylvania"	"42"	"September"	"9"	"2017"	"2017"	12289
	"Pennsylvania"	"42"	"September"	"9"	"2018"	"2018"	11508
	"Pennsylvania"	"42"	"September"	"9"	"2019"	"2019"	11761
	"Pennsylvania"	"42"	"September"	"9"	"2020"	"2020"	11087
	"Pennsylvania"	"42"	"September"	"9"	"2021"	"2021"	11555
	"Pennsylvania"	"42"	"September"	"9"	"2022"	"2022"	11114
"Total"	"Pennsylvania"	"42"	"September"	"9"			81294
	"Pennsylvania"	"42"	"October"	"10"	"2016"	"2016"	11591
	"Pennsylvania"	"42"	"October"	"10"	"2017"	"2017"	11882
	"Pennsylvania"	"42"	"October"	"10"	"2018"	"2018"	11729
	"Pennsylvania"	"42"	"October"	"10"	"2019"	"2019"	11607
	"Pennsylvania"	"42"	"October"	"10"	"2020"	"2020"	11060
	"Pennsylvania"	"42"	"October"	"10"	"2021"	"2021"	11285
	"Pennsylvania"	"42"	"October"	"10"	"2022"	"2022"	10806
"Total"	"Pennsylvania"	"42"	"October"	"10"			79960
	"Pennsylvania"	"42"	"November"	"11"	"2016"	"2016"	11008
	"Pennsylvania"	"42"	"November"	"11"	"2017"	"2017"	10932
	"Pennsylvania"	"42"	"November"	"11"	"2018"	"2018"	10665
	"Pennsylvania"	"42"	"November"	"11"	"2019"	"2019"	10403
	"Pennsylvania"	"42"	"November"	"11"	"2020"	"2020"	10259
	"Pennsylvania"	"42"	"November"	"11"	"2021"	"2021"	10752
	"Pennsylvania"	"42"	"November"	"11"	"2022"	"2022"	10780
"Total"	"Pennsylvania"	"42"	"November"	"11"			74799
	"Pennsylvania"	"42"	"December"	"12"	"2016"	"2016"	11322
	"Pennsylvania"	"42"	"December"	"12"	"2017"	"2017"	11164
	"Pennsylvania"	"42"	"December"	"12"	"2018"	"2018"	11058
	"Pennsylvania"	"42"	"December"	"12"	"2019"	"2019"	10854
	"Pennsylvania"	"42"	"December"	"12"	"2020"	"2020"	10295
	"Pennsylvania"	"42"	"December"	"12"	"2021"	"2021"	10815
	"Pennsylvania"	"42"	"December"	"12"	"2022"	"2022"	10877
"Total"	"Pennsylvania"	"42"	"December"	"12"			76385
"Total"	"Pennsylvania"	"42"					940624
	"Rhode Island"	"44"	"January"	"1"	"2016"	"2016"	888
	"Rhode Island"	"44"	"January"	"1"	"2017"	"2017"	801
	"Rhode Island"	"44"	"January"	"1"	"2018"	"2018"	836
	"Rhode Island"	"44"	"January"	"1"	"2019"	"2019"	865
	"Rhode Island"	"44"	"January"	"1"	"2020"	"2020"	824
	"Rhode Island"	"44"	"January"	"1"	"2021"	"2021"	731
	"Rhode Island"	"44"	"January"	"1"	"2022"	"2022"	829
"Total"	"Rhode Island"	"44"	"January"	"1"			5774
	"Rhode Island"	"44"	"February"	"2"	"2016"	"2016"	814
	"Rhode Island"	"44"	"February"	"2"	"2017"	"2017"	807
	"Rhode Island"	"44"	"February"	"2"	"2018"	"2018"	815
	"Rhode Island"	"44"	"February"	"2"	"2019"	"2019"	761
	"Rhode Island"	"44"	"February"	"2"	"2020"	"2020"	823
	"Rhode Island"	"44"	"February"	"2"	"2021"	"2021"	694
	"Rhode Island"	"44"	"February"	"2"	"2022"	"2022"	784
"Total"	"Rhode Island"	"44"	"February"	"2"			5498
	"Rhode Island"	"44"	"March"	"3"	"2016"	"2016"	936
	"Rhode Island"	"44"	"March"	"3"	"2017"	"2017"	859
	"Rhode Island"	"44"	"March"	"3"	"2018"	"2018"	887
	"Rhode Island"	"44"	"March"	"3"	"2019"	"2019"	813
	"Rhode Island"	"44"	"March"	"3"	"2020"	"2020"	866
	"Rhode Island"	"44"	"March"	"3"	"2021"	"2021"	870
	"Rhode Island"	"44"	"March"	"3"	"2022"	"2022"	848
"Total"	"Rhode Island"	"44"	"March"	"3"			6079
	"Rhode Island"	"44"	"April"	"4"	"2016"	"2016"	856
	"Rhode Island"	"44"	"April"	"4"	"2017"	"2017"	848
	"Rhode Island"	"44"	"April"	"4"	"2018"	"2018"	884
	"Rhode Island"	"44"	"April"	"4"	"2019"	"2019"	807
	"Rhode Island"	"44"	"April"	"4"	"2020"	"2020"	822
	"Rhode Island"	"44"	"April"	"4"	"2021"	"2021"	880
	"Rhode Island"	"44"	"April"	"4"	"2022"	"2022"	797
"Total"	"Rhode Island"	"44"	"April"	"4"			5894
	"Rhode Island"	"44"	"May"	"5"	"2016"	"2016"	915
	"Rhode Island"	"44"	"May"	"5"	"2017"	"2017"	862
	"Rhode Island"	"44"	"May"	"5"	"2018"	"2018"	926
	"Rhode Island"	"44"	"May"	"5"	"2019"	"2019"	889
	"Rhode Island"	"44"	"May"	"5"	"2020"	"2020"	874
	"Rhode Island"	"44"	"May"	"5"	"2021"	"2021"	883
	"Rhode Island"	"44"	"May"	"5"	"2022"	"2022"	847
"Total"	"Rhode Island"	"44"	"May"	"5"			6196
	"Rhode Island"	"44"	"June"	"6"	"2016"	"2016"	897
	"Rhode Island"	"44"	"June"	"6"	"2017"	"2017"	911
	"Rhode Island"	"44"	"June"	"6"	"2018"	"2018"	836
	"Rhode Island"	"44"	"June"	"6"	"2019"	"2019"	858
	"Rhode Island"	"44"	"June"	"6"	"2020"	"2020"	855
	"Rhode Island"	"44"	"June"	"6"	"2021"	"2021"	942
	"Rhode Island"	"44"	"June"	"6"	"2022"	"2022"	893
"Total"	"Rhode Island"	"44"	"June"	"6"			6192
	"Rhode Island"	"44"	"July"	"7"	"2016"	"2016"	985
	"Rhode Island"	"44"	"July"	"7"	"2017"	"2017"	964
	"Rhode Island"	"44"	"July"	"7"	"2018"	"2018"	917
	"Rhode Island"	"44"	"July"	"7"	"2019"	"2019"	874
	"Rhode Island"	"44"	"July"	"7"	"2020"	"2020"	913
	"Rhode Island"	"44"	"July"	"7"	"2021"	"2021"	957
	"Rhode Island"	"44"	"July"	"7"	"2022"	"2022"	933
"Total"	"Rhode Island"	"44"	"July"	"7"			6543
	"Rhode Island"	"44"	"August"	"8"	"2016"	"2016"	1019
	"Rhode Island"	"44"	"August"	"8"	"2017"	"2017"	996
	"Rhode Island"	"44"	"August"	"8"	"2018"	"2018"	970
	"Rhode Island"	"44"	"August"	"8"	"2019"	"2019"	891
	"Rhode Island"	"44"	"August"	"8"	"2020"	"2020"	945
	"Rhode Island"	"44"	"August"	"8"	"2021"	"2021"	987
	"Rhode Island"	"44"	"August"	"8"	"2022"	"2022"	926
"Total"	"Rhode Island"	"44"	"August"	"8"			6734
	"Rhode Island"	"44"	"September"	"9"	"2016"	"2016"	911
	"Rhode Island"	"44"	"September"	"9"	"2017"	"2017"	943
	"Rhode Island"	"44"	"September"	"9"	"2018"	"2018"	900
	"Rhode Island"	"44"	"September"	"9"	"2019"	"2019"	923
	"Rhode Island"	"44"	"September"	"9"	"2020"	"2020"	821
	"Rhode Island"	"44"	"September"	"9"	"2021"	"2021"	938
	"Rhode Island"	"44"	"September"	"9"	"2022"	"2022"	843
"Total"	"Rhode Island"	"44"	"September"	"9"			6279
	"Rhode Island"	"44"	"October"	"10"	"2016"	"2016"	876
	"Rhode Island"	"44"	"October"	"10"	"2017"	"2017"	915
	"Rhode Island"	"44"	"October"	"10"	"2018"	"2018"	908
	"Rhode Island"	"44"	"October"	"10"	"2019"	"2019"	884
	"Rhode Island"	"44"	"October"	"10"	"2020"	"2020"	845
	"Rhode Island"	"44"	"October"	"10"	"2021"	"2021"	897
	"Rhode Island"	"44"	"October"	"10"	"2022"	"2022"	886
"Total"	"Rhode Island"	"44"	"October"	"10"			6211
	"Rhode Island"	"44"	"November"	"11"	"2016"	"2016"	861
	"Rhode Island"	"44"	"November"	"11"	"2017"	"2017"	863
	"Rhode Island"	"44"	"November"	"11"	"2018"	"2018"	813
	"Rhode Island"	"44"	"November"	"11"	"2019"	"2019"	798
	"Rhode Island"	"44"	"November"	"11"	"2020"	"2020"	757
	"Rhode Island"	"44"	"November"	"11"	"2021"	"2021"	837
	"Rhode Island"	"44"	"November"	"11"	"2022"	"2022"	845
"Total"	"Rhode Island"	"44"	"November"	"11"			5774
	"Rhode Island"	"44"	"December"	"12"	"2016"	"2016"	840
	"Rhode Island"	"44"	"December"	"12"	"2017"	"2017"	869
	"Rhode Island"	"44"	"December"	"12"	"2018"	"2018"	814
	"Rhode Island"	"44"	"December"	"12"	"2019"	"2019"	812
	"Rhode Island"	"44"	"December"	"12"	"2020"	"2020"	756
	"Rhode Island"	"44"	"December"	"12"	"2021"	"2021"	848
	"Rhode Island"	"44"	"December"	"12"	"2022"	"2022"	838
"Total"	"Rhode Island"	"44"	"December"	"12"			5777
"Total"	"Rhode Island"	"44"					72951
	"South Carolina"	"45"	"January"	"1"	"2016"	"2016"	4749
	"South Carolina"	"45"	"January"	"1"	"2017"	"2017"	4681
	"South Carolina"	"45"	"January"	"1"	"2018"	"2018"	4745
	"South Carolina"	"45"	"January"	"1"	"2019"	"2019"	4930
	"South Carolina"	"45"	"January"	"1"	"2020"	"2020"	4707
	"South Carolina"	"45"	"January"	"1"	"2021"	"2021"	4559
	"South Carolina"	"45"	"January"	"1"	"2022"	"2022"	4671
"Total"	"South Carolina"	"45"	"January"	"1"			33042
	"South Carolina"	"45"	"February"	"2"	"2016"	"2016"	4473
	"South Carolina"	"45"	"February"	"2"	"2017"	"2017"	4310
	"South Carolina"	"45"	"February"	"2"	"2018"	"2018"	4165
	"South Carolina"	"45"	"February"	"2"	"2019"	"2019"	4257
	"South Carolina"	"45"	"February"	"2"	"2020"	"2020"	4269
	"South Carolina"	"45"	"February"	"2"	"2021"	"2021"	4236
	"South Carolina"	"45"	"February"	"2"	"2022"	"2022"	4344
"Total"	"South Carolina"	"45"	"February"	"2"			30054
	"South Carolina"	"45"	"March"	"3"	"2016"	"2016"	4801
	"South Carolina"	"45"	"March"	"3"	"2017"	"2017"	4782
	"South Carolina"	"45"	"March"	"3"	"2018"	"2018"	4660
	"South Carolina"	"45"	"March"	"3"	"2019"	"2019"	4605
	"South Carolina"	"45"	"March"	"3"	"2020"	"2020"	4680
	"South Carolina"	"45"	"March"	"3"	"2021"	"2021"	4621
	"South Carolina"	"45"	"March"	"3"	"2022"	"2022"	4835
"Total"	"South Carolina"	"45"	"March"	"3"			32984
	"South Carolina"	"45"	"April"	"4"	"2016"	"2016"	4391
	"South Carolina"	"45"	"April"	"4"	"2017"	"2017"	4279
	"South Carolina"	"45"	"April"	"4"	"2018"	"2018"	4489
	"South Carolina"	"45"	"April"	"4"	"2019"	"2019"	4450
	"South Carolina"	"45"	"April"	"4"	"2020"	"2020"	4383
	"South Carolina"	"45"	"April"	"4"	"2021"	"2021"	4456
	"South Carolina"	"45"	"April"	"4"	"2022"	"2022"	4583
"Total"	"South Carolina"	"45"	"April"	"4"			31031
	"South Carolina"	"45"	"May"	"5"	"2016"	"2016"	4662
	"South Carolina"	"45"	"May"	"5"	"2017"	"2017"	4639
	"South Carolina"	"45"	"May"	"5"	"2018"	"2018"	4744
	"South Carolina"	"45"	"May"	"5"	"2019"	"2019"	4843
	"South Carolina"	"45"	"May"	"5"	"2020"	"2020"	4535
	"South Carolina"	"45"	"May"	"5"	"2021"	"2021"	4578
	"South Carolina"	"45"	"May"	"5"	"2022"	"2022"	4583
"Total"	"South Carolina"	"45"	"May"	"5"			32584
	"South Carolina"	"45"	"June"	"6"	"2016"	"2016"	4859
	"South Carolina"	"45"	"June"	"6"	"2017"	"2017"	4690
	"South Carolina"	"45"	"June"	"6"	"2018"	"2018"	4494
	"South Carolina"	"45"	"June"	"6"	"2019"	"2019"	4430
	"South Carolina"	"45"	"June"	"6"	"2020"	"2020"	4578
	"South Carolina"	"45"	"June"	"6"	"2021"	"2021"	4804
	"South Carolina"	"45"	"June"	"6"	"2022"	"2022"	4676
"Total"	"South Carolina"	"45"	"June"	"6"			32531
	"South Carolina"	"45"	"July"	"7"	"2016"	"2016"	4879
	"South Carolina"	"45"	"July"	"7"	"2017"	"2017"	4898
	"South Carolina"	"45"	"July"	"7"	"2018"	"2018"	4822
	"South Carolina"	"45"	"July"	"7"	"2019"	"2019"	5042
	"South Carolina"	"45"	"July"	"7"	"2020"	"2020"	4809
	"South Carolina"	"45"	"July"	"7"	"2021"	"2021"	5064
	"South Carolina"	"45"	"July"	"7"	"2022"	"2022"	5012
"Total"	"South Carolina"	"45"	"July"	"7"			34526
	"South Carolina"	"45"	"August"	"8"	"2016"	"2016"	5208
	"South Carolina"	"45"	"August"	"8"	"2017"	"2017"	5353
	"South Carolina"	"45"	"August"	"8"	"2018"	"2018"	5156
	"South Carolina"	"45"	"August"	"8"	"2019"	"2019"	5310
	"South Carolina"	"45"	"August"	"8"	"2020"	"2020"	4953
	"South Carolina"	"45"	"August"	"8"	"2021"	"2021"	5271
	"South Carolina"	"45"	"August"	"8"	"2022"	"2022"	5551
"Total"	"South Carolina"	"45"	"August"	"8"			36802
	"South Carolina"	"45"	"September"	"9"	"2016"	"2016"	4961
	"South Carolina"	"45"	"September"	"9"	"2017"	"2017"	5079
	"South Carolina"	"45"	"September"	"9"	"2018"	"2018"	4910
	"South Carolina"	"45"	"September"	"9"	"2019"	"2019"	4902
	"South Carolina"	"45"	"September"	"9"	"2020"	"2020"	4903
	"South Carolina"	"45"	"September"	"9"	"2021"	"2021"	5129
	"South Carolina"	"45"	"September"	"9"	"2022"	"2022"	4826
"Total"	"South Carolina"	"45"	"September"	"9"			34710
	"South Carolina"	"45"	"October"	"10"	"2016"	"2016"	4721
	"South Carolina"	"45"	"October"	"10"	"2017"	"2017"	4869
	"South Carolina"	"45"	"October"	"10"	"2018"	"2018"	4889
	"South Carolina"	"45"	"October"	"10"	"2019"	"2019"	4985
	"South Carolina"	"45"	"October"	"10"	"2020"	"2020"	4725
	"South Carolina"	"45"	"October"	"10"	"2021"	"2021"	4811
	"South Carolina"	"45"	"October"	"10"	"2022"	"2022"	4731
"Total"	"South Carolina"	"45"	"October"	"10"			33731
	"South Carolina"	"45"	"November"	"11"	"2016"	"2016"	4762
	"South Carolina"	"45"	"November"	"11"	"2017"	"2017"	4738
	"South Carolina"	"45"	"November"	"11"	"2018"	"2018"	4719
	"South Carolina"	"45"	"November"	"11"	"2019"	"2019"	4492
	"South Carolina"	"45"	"November"	"11"	"2020"	"2020"	4358
	"South Carolina"	"45"	"November"	"11"	"2021"	"2021"	4834
	"South Carolina"	"45"	"November"	"11"	"2022"	"2022"	4861
"Total"	"South Carolina"	"45"	"November"	"11"			32764
	"South Carolina"	"45"	"December"	"12"	"2016"	"2016"	4876
	"South Carolina"	"45"	"December"	"12"	"2017"	"2017"	4711
	"South Carolina"	"45"	"December"	"12"	"2018"	"2018"	4876
	"South Carolina"	"45"	"December"	"12"	"2019"	"2019"	4792
	"South Carolina"	"45"	"December"	"12"	"2020"	"2020"	4804
	"South Carolina"	"45"	"December"	"12"	"2021"	"2021"	4822
	"South Carolina"	"45"	"December"	"12"	"2022"	"2022"	5147
"Total"	"South Carolina"	"45"	"December"	"12"			34028
"Total"	"South Carolina"	"45"					398787
	"South Dakota"	"46"	"January"	"1"	"2016"	"2016"	988
	"South Dakota"	"46"	"January"	"1"	"2017"	"2017"	948
	"South Dakota"	"46"	"January"	"1"	"2018"	"2018"	999
	"South Dakota"	"46"	"January"	"1"	"2019"	"2019"	903
	"South Dakota"	"46"	"January"	"1"	"2020"	"2020"	910
	"South Dakota"	"46"	"January"	"1"	"2021"	"2021"	887
	"South Dakota"	"46"	"January"	"1"	"2022"	"2022"	861
"Total"	"South Dakota"	"46"	"January"	"1"			6496
	"South Dakota"	"46"	"February"	"2"	"2016"	"2016"	926
	"South Dakota"	"46"	"February"	"2"	"2017"	"2017"	923
	"South Dakota"	"46"	"February"	"2"	"2018"	"2018"	859
	"South Dakota"	"46"	"February"	"2"	"2019"	"2019"	889
	"South Dakota"	"46"	"February"	"2"	"2020"	"2020"	862
	"South Dakota"	"46"	"February"	"2"	"2021"	"2021"	833
	"South Dakota"	"46"	"February"	"2"	"2022"	"2022"	764
"Total"	"South Dakota"	"46"	"February"	"2"			6056
	"South Dakota"	"46"	"March"	"3"	"2016"	"2016"	1041
	"South Dakota"	"46"	"March"	"3"	"2017"	"2017"	1016
	"South Dakota"	"46"	"March"	"3"	"2018"	"2018"	1048
	"South Dakota"	"46"	"March"	"3"	"2019"	"2019"	927
	"South Dakota"	"46"	"March"	"3"	"2020"	"2020"	910
	"South Dakota"	"46"	"March"	"3"	"2021"	"2021"	946
	"South Dakota"	"46"	"March"	"3"	"2022"	"2022"	996
"Total"	"South Dakota"	"46"	"March"	"3"			6884
	"South Dakota"	"46"	"April"	"4"	"2016"	"2016"	992
	"South Dakota"	"46"	"April"	"4"	"2017"	"2017"	960
	"South Dakota"	"46"	"April"	"4"	"2018"	"2018"	1000
	"South Dakota"	"46"	"April"	"4"	"2019"	"2019"	947
	"South Dakota"	"46"	"April"	"4"	"2020"	"2020"	939
	"South Dakota"	"46"	"April"	"4"	"2021"	"2021"	997
	"South Dakota"	"46"	"April"	"4"	"2022"	"2022"	922
"Total"	"South Dakota"	"46"	"April"	"4"			6757
	"South Dakota"	"46"	"May"	"5"	"2016"	"2016"	1025
	"South Dakota"	"46"	"May"	"5"	"2017"	"2017"	1073
	"South Dakota"	"46"	"May"	"5"	"2018"	"2018"	1061
	"South Dakota"	"46"	"May"	"5"	"2019"	"2019"	996
	"South Dakota"	"46"	"May"	"5"	"2020"	"2020"	947
	"South Dakota"	"46"	"May"	"5"	"2021"	"2021"	952
	"South Dakota"	"46"	"May"	"5"	"2022"	"2022"	1001
"Total"	"South Dakota"	"46"	"May"	"5"			7055
	"South Dakota"	"46"	"June"	"6"	"2016"	"2016"	1018
	"South Dakota"	"46"	"June"	"6"	"2017"	"2017"	1059
	"South Dakota"	"46"	"June"	"6"	"2018"	"2018"	1032
	"South Dakota"	"46"	"June"	"6"	"2019"	"2019"	1024
	"South Dakota"	"46"	"June"	"6"	"2020"	"2020"	952
	"South Dakota"	"46"	"June"	"6"	"2021"	"2021"	1027
	"South Dakota"	"46"	"June"	"6"	"2022"	"2022"	997
"Total"	"South Dakota"	"46"	"June"	"6"			7109
	"South Dakota"	"46"	"July"	"7"	"2016"	"2016"	1074
	"South Dakota"	"46"	"July"	"7"	"2017"	"2017"	1089
	"South Dakota"	"46"	"July"	"7"	"2018"	"2018"	1020
	"South Dakota"	"46"	"July"	"7"	"2019"	"2019"	982
	"South Dakota"	"46"	"July"	"7"	"2020"	"2020"	1007
	"South Dakota"	"46"	"July"	"7"	"2021"	"2021"	992
	"South Dakota"	"46"	"July"	"7"	"2022"	"2022"	1008
"Total"	"South Dakota"	"46"	"July"	"7"			7172
	"South Dakota"	"46"	"August"	"8"	"2016"	"2016"	1089
	"South Dakota"	"46"	"August"	"8"	"2017"	"2017"	1120
	"South Dakota"	"46"	"August"	"8"	"2018"	"2018"	1010
	"South Dakota"	"46"	"August"	"8"	"2019"	"2019"	1051
	"South Dakota"	"46"	"August"	"8"	"2020"	"2020"	911
	"South Dakota"	"46"	"August"	"8"	"2021"	"2021"	978
	"South Dakota"	"46"	"August"	"8"	"2022"	"2022"	969
"Total"	"South Dakota"	"46"	"August"	"8"			7128
	"South Dakota"	"46"	"September"	"9"	"2016"	"2016"	1092
	"South Dakota"	"46"	"September"	"9"	"2017"	"2017"	1021
	"South Dakota"	"46"	"September"	"9"	"2018"	"2018"	993
	"South Dakota"	"46"	"September"	"9"	"2019"	"2019"	972
	"South Dakota"	"46"	"September"	"9"	"2020"	"2020"	969
	"South Dakota"	"46"	"September"	"9"	"2021"	"2021"	1022
	"South Dakota"	"46"	"September"	"9"	"2022"	"2022"	916
"Total"	"South Dakota"	"46"	"September"	"9"			6985
	"South Dakota"	"46"	"October"	"10"	"2016"	"2016"	996
	"South Dakota"	"46"	"October"	"10"	"2017"	"2017"	1038
	"South Dakota"	"46"	"October"	"10"	"2018"	"2018"	1016
	"South Dakota"	"46"	"October"	"10"	"2019"	"2019"	971
	"South Dakota"	"46"	"October"	"10"	"2020"	"2020"	859
	"South Dakota"	"46"	"October"	"10"	"2021"	"2021"	940
	"South Dakota"	"46"	"October"	"10"	"2022"	"2022"	940
"Total"	"South Dakota"	"46"	"October"	"10"			6760
	"South Dakota"	"46"	"November"	"11"	"2016"	"2016"	1006
	"South Dakota"	"46"	"November"	"11"	"2017"	"2017"	945
	"South Dakota"	"46"	"November"	"11"	"2018"	"2018"	908
	"South Dakota"	"46"	"November"	"11"	"2019"	"2019"	856
	"South Dakota"	"46"	"November"	"11"	"2020"	"2020"	821
	"South Dakota"	"46"	"November"	"11"	"2021"	"2021"	917
	"South Dakota"	"46"	"November"	"11"	"2022"	"2022"	895
"Total"	"South Dakota"	"46"	"November"	"11"			6348
	"South Dakota"	"46"	"December"	"12"	"2016"	"2016"	1028
	"South Dakota"	"46"	"December"	"12"	"2017"	"2017"	942
	"South Dakota"	"46"	"December"	"12"	"2018"	"2018"	947
	"South Dakota"	"46"	"December"	"12"	"2019"	"2019"	931
	"South Dakota"	"46"	"December"	"12"	"2020"	"2020"	873
	"South Dakota"	"46"	"December"	"12"	"2021"	"2021"	878
	"South Dakota"	"46"	"December"	"12"	"2022"	"2022"	932
"Total"	"South Dakota"	"46"	"December"	"12"			6531
"Total"	"South Dakota"	"46"					81281
	"Tennessee"	"47"	"January"	"1"	"2016"	"2016"	6485
	"Tennessee"	"47"	"January"	"1"	"2017"	"2017"	6650
	"Tennessee"	"47"	"January"	"1"	"2018"	"2018"	6697
	"Tennessee"	"47"	"January"	"1"	"2019"	"2019"	6801
	"Tennessee"	"47"	"January"	"1"	"2020"	"2020"	6582
	"Tennessee"	"47"	"January"	"1"	"2021"	"2021"	6326
	"Tennessee"	"47"	"January"	"1"	"2022"	"2022"	6853
"Total"	"Tennessee"	"47"	"January"	"1"			46394
	"Tennessee"	"47"	"February"	"2"	"2016"	"2016"	6267
	"Tennessee"	"47"	"February"	"2"	"2017"	"2017"	6204
	"Tennessee"	"47"	"February"	"2"	"2018"	"2018"	6072
	"Tennessee"	"47"	"February"	"2"	"2019"	"2019"	5961
	"Tennessee"	"47"	"February"	"2"	"2020"	"2020"	6006
	"Tennessee"	"47"	"February"	"2"	"2021"	"2021"	6058
	"Tennessee"	"47"	"February"	"2"	"2022"	"2022"	6029
"Total"	"Tennessee"	"47"	"February"	"2"			42597
	"Tennessee"	"47"	"March"	"3"	"2016"	"2016"	6651
	"Tennessee"	"47"	"March"	"3"	"2017"	"2017"	6610
	"Tennessee"	"47"	"March"	"3"	"2018"	"2018"	6807
	"Tennessee"	"47"	"March"	"3"	"2019"	"2019"	6327
	"Tennessee"	"47"	"March"	"3"	"2020"	"2020"	6392
	"Tennessee"	"47"	"March"	"3"	"2021"	"2021"	6809
	"Tennessee"	"47"	"March"	"3"	"2022"	"2022"	6898
"Total"	"Tennessee"	"47"	"March"	"3"			46494
	"Tennessee"	"47"	"April"	"4"	"2016"	"2016"	6401
	"Tennessee"	"47"	"April"	"4"	"2017"	"2017"	6057
	"Tennessee"	"47"	"April"	"4"	"2018"	"2018"	6337
	"Tennessee"	"47"	"April"	"4"	"2019"	"2019"	6391
	"Tennessee"	"47"	"April"	"4"	"2020"	"2020"	6189
	"Tennessee"	"47"	"April"	"4"	"2021"	"2021"	6360
	"Tennessee"	"47"	"April"	"4"	"2022"	"2022"	6460
"Total"	"Tennessee"	"47"	"April"	"4"			44195
	"Tennessee"	"47"	"May"	"5"	"2016"	"2016"	6613
	"Tennessee"	"47"	"May"	"5"	"2017"	"2017"	6623
	"Tennessee"	"47"	"May"	"5"	"2018"	"2018"	6800
	"Tennessee"	"47"	"May"	"5"	"2019"	"2019"	6887
	"Tennessee"	"47"	"May"	"5"	"2020"	"2020"	6480
	"Tennessee"	"47"	"May"	"5"	"2021"	"2021"	6552
	"Tennessee"	"47"	"May"	"5"	"2022"	"2022"	6431
"Total"	"Tennessee"	"47"	"May"	"5"			46386
	"Tennessee"	"47"	"June"	"6"	"2016"	"2016"	6892
	"Tennessee"	"47"	"June"	"6"	"2017"	"2017"	6661
	"Tennessee"	"47"	"June"	"6"	"2018"	"2018"	6567
	"Tennessee"	"47"	"June"	"6"	"2019"	"2019"	6348
	"Tennessee"	"47"	"June"	"6"	"2020"	"2020"	6599
	"Tennessee"	"47"	"June"	"6"	"2021"	"2021"	6892
	"Tennessee"	"47"	"June"	"6"	"2022"	"2022"	6772
"Total"	"Tennessee"	"47"	"June"	"6"			46731
	"Tennessee"	"47"	"July"	"7"	"2016"	"2016"	6989
	"Tennessee"	"47"	"July"	"7"	"2017"	"2017"	7059
	"Tennessee"	"47"	"July"	"7"	"2018"	"2018"	7016
	"Tennessee"	"47"	"July"	"7"	"2019"	"2019"	7068
	"Tennessee"	"47"	"July"	"7"	"2020"	"2020"	6924
	"Tennessee"	"47"	"July"	"7"	"2021"	"2021"	7183
	"Tennessee"	"47"	"July"	"7"	"2022"	"2022"	7109
"Total"	"Tennessee"	"47"	"July"	"7"			49348
	"Tennessee"	"47"	"August"	"8"	"2016"	"2016"	7306
	"Tennessee"	"47"	"August"	"8"	"2017"	"2017"	7563
	"Tennessee"	"47"	"August"	"8"	"2018"	"2018"	7335
	"Tennessee"	"47"	"August"	"8"	"2019"	"2019"	7360
	"Tennessee"	"47"	"August"	"8"	"2020"	"2020"	6968
	"Tennessee"	"47"	"August"	"8"	"2021"	"2021"	7354
	"Tennessee"	"47"	"August"	"8"	"2022"	"2022"	7545
"Total"	"Tennessee"	"47"	"August"	"8"			51431
	"Tennessee"	"47"	"September"	"9"	"2016"	"2016"	7048
	"Tennessee"	"47"	"September"	"9"	"2017"	"2017"	7123
	"Tennessee"	"47"	"September"	"9"	"2018"	"2018"	6845
	"Tennessee"	"47"	"September"	"9"	"2019"	"2019"	7047
	"Tennessee"	"47"	"September"	"9"	"2020"	"2020"	6881
	"Tennessee"	"47"	"September"	"9"	"2021"	"2021"	7425
	"Tennessee"	"47"	"September"	"9"	"2022"	"2022"	7137
"Total"	"Tennessee"	"47"	"September"	"9"			49506
	"Tennessee"	"47"	"October"	"10"	"2016"	"2016"	6879
	"Tennessee"	"47"	"October"	"10"	"2017"	"2017"	7111
	"Tennessee"	"47"	"October"	"10"	"2018"	"2018"	7008
	"Tennessee"	"47"	"October"	"10"	"2019"	"2019"	7077
	"Tennessee"	"47"	"October"	"10"	"2020"	"2020"	6605
	"Tennessee"	"47"	"October"	"10"	"2021"	"2021"	6947
	"Tennessee"	"47"	"October"	"10"	"2022"	"2022"	6841
"Total"	"Tennessee"	"47"	"October"	"10"			48468
	"Tennessee"	"47"	"November"	"11"	"2016"	"2016"	6578
	"Tennessee"	"47"	"November"	"11"	"2017"	"2017"	6695
	"Tennessee"	"47"	"November"	"11"	"2018"	"2018"	6629
	"Tennessee"	"47"	"November"	"11"	"2019"	"2019"	6330
	"Tennessee"	"47"	"November"	"11"	"2020"	"2020"	6269
	"Tennessee"	"47"	"November"	"11"	"2021"	"2021"	6675
	"Tennessee"	"47"	"November"	"11"	"2022"	"2022"	6914
